MTS,OPEN,CLOSE,HIGH,LOW,VOLUME
2017-11-20 17:15:00,8260.7,8270.1,8270.1,8260.6,7.60068981
2017-11-20 17:00:00,8250.0,8268.8,8278.0,8249.9,510.16716553
2017-11-20 16:45:00,8244.2,8250.0,8250.0,8227.3,219.46700953
2017-11-20 16:30:00,8241.1,8244.1,8257.0,8210.0,548.43055591
2017-11-20 16:15:00,8210.0,8241.0,8250.0,8210.0,434.6234407
2017-11-20 16:00:00,8212.2,8210.0,8240.3,8198.0,280.86677464
2017-11-20 15:45:00,8200.1,8208.0,8227.7,8196.1,352.50421107
2017-11-20 15:30:00,8211.4,8200.0,8220.0,8175.2,344.23901996
2017-11-20 15:15:00,8246.1,8211.3,8247.0,8176.8,794.66131313
2017-11-20 15:00:00,8260.4,8244.3,8277.9,8236.2,411.83177782
2017-11-20 14:45:00,8230.1,8259.6,8276.0,8230.0,983.64260102
2017-11-20 14:30:00,8247.4,8230.1,8247.6,8200.0,614.50326392
2017-11-20 14:15:00,8216.9,8247.6,8250.0,8209.7,584.81929566
2017-11-20 14:00:00,8172.9,8219.8,8220.0,8160.0,1584.94022486
2017-11-20 13:45:00,8175.0,8172.9,8175.0,8150.1,219.77433845
2017-11-20 13:30:00,8155.1,8172.1,8175.1,8140.5,612.18385227
2017-11-20 13:15:00,8189.0,8155.1,8190.0,8150.0,522.97697829
2017-11-20 13:00:00,8149.8,8188.8,8190.0,8138.0,1278.45356527
2017-11-20 12:45:00,8144.6,8150.0,8151.4,8135.0,380.48662823
2017-11-20 12:30:00,8154.1,8140.5,8163.2,8101.2,707.88167504
2017-11-20 12:15:00,8109.3,8154.2,8154.2,8105.3,1395.57929192
2017-11-20 12:00:00,8068.83540561,8109.8,8110.0,8068.83540561,458.72529771
2017-11-20 11:45:00,8080.2,8068.83540561,8090.0,8060.4,200.9575314
2017-11-20 11:30:00,8059.0,8082.3,8090.0,8058.4,222.74799635
2017-11-20 11:15:00,8048.9,8058.9,8060.0,8048.0,124.78408328
2017-11-20 11:00:00,8054.2,8048.9,8069.9,8042.0,128.84300207
2017-11-20 10:45:00,8043.0,8052.3,8062.0,8041.0,151.88696369
2017-11-20 10:30:00,8040.0,8044.0,8045.0,8035.6,161.97120291
2017-11-20 10:15:00,8040.2,8040.0,8045.0,8035.0,83.62899038
2017-11-20 10:00:00,8034.9,8044.5,8055.0,8034.9,231.74731392
2017-11-20 09:45:00,8034.9,8034.9,8049.9,8024.8,197.30896045
2017-11-20 09:30:00,8060.4,8035.0,8067.0,8025.0,256.45220129
2017-11-20 09:15:00,8059.9,8059.2,8068.0,8039.0,233.28593194
2017-11-20 09:00:00,8063.1,8059.9,8069.0,8058.2,143.3835891
2017-11-20 08:45:00,8063.0,8063.3,8068.2,8046.0,314.74246759
2017-11-20 08:30:00,8055.1,8064.2,8080.8,8055.0,274.01429563
2017-11-20 08:15:00,8047.0,8055.1,8071.3,8047.0,430.16304592
2017-11-20 08:00:00,8029.0,8047.0,8048.0,8022.5,140.2974785
2017-11-20 07:45:00,8026.8,8028.5,8034.2,8002.3,154.5475933
2017-11-20 07:30:00,8046.9,8022.2,8047.0,8020.0,183.02669298
2017-11-20 07:15:00,8049.1,8045.1,8050.0,8033.0,138.24381022
2017-11-20 07:00:00,8034.1,8049.1,8050.0,8032.1,227.77201138
2017-11-20 06:45:00,7994.2,8034.2,8048.8,7990.0,866.8666731
2017-11-20 06:30:00,7985.1,7994.2,7994.5,7976.0,405.8028884
2017-11-20 06:15:00,7979.9,7985.7,7986.0,7970.0,130.66436121
2017-11-20 06:00:00,8003.0,7979.8,8003.1,7961.0,270.74577344
2017-11-20 05:45:00,8008.8,8003.0,8018.7,8002.0,101.67301146
2017-11-20 05:30:00,7989.4,8008.9,8008.9,7984.8,111.21020227
2017-11-20 05:15:00,7978.1,7982.6,7998.9,7971.3,111.98631195
2017-11-20 05:00:00,8018.6,7978.1,8018.7,7978.0,125.23316447
2017-11-20 04:45:00,8005.9,8016.0,8030.0,7996.0,250.05888499
2017-11-20 04:30:00,7992.8,8008.0,8015.0,7991.9,428.26820021
2017-11-20 04:15:00,7969.8,7997.5,7997.5,7969.6,107.51570483
2017-11-20 04:00:00,7958.9,7972.0,7995.4,7958.8,214.95775576
2017-11-20 03:45:00,7954.5,7960.0,7979.7,7925.0,296.991295
2017-11-20 03:30:00,7957.0,7954.5,7971.9,7937.6,505.94167743
2017-11-20 03:15:00,7991.1,7957.0,7999.8,7953.1,160.22087856
2017-11-20 03:00:00,7975.8,7990.7,7998.7,7965.3,175.79482967
2017-11-20 02:45:00,8006.7,7976.2,8012.7,7958.0,482.11052787
2017-11-20 02:30:00,8012.0,8007.9,8014.9,7990.1,163.09353018
2017-11-20 02:15:00,8007.0,8012.3,8013.8,7985.3,133.06799295
2017-11-20 02:00:00,8025.7,8007.0,8027.0,7986.8,300.27414933
2017-11-20 01:45:00,8008.1,8024.8,8030.0,7990.5,322.40716529
2017-11-20 01:30:00,8052.2,8008.1,8054.8,8002.1,397.70693085
2017-11-20 01:15:00,8075.1,8052.3,8075.8,8040.5,153.37449895
2017-11-20 01:00:00,8044.8,8075.0,8084.0,8044.0,245.72647386
2017-11-20 00:45:00,8054.9,8044.8,8070.0,8034.8,214.19528775
2017-11-20 00:30:00,8048.0,8053.1,8057.1,8030.0,210.12068914
2017-11-20 00:15:00,8047.0,8048.0,8073.2,8020.3,291.33261228
2017-11-20 00:00:00,8052.6,8047.0,8078.4,8047.0,235.42587934
2017-11-19 23:45:00,8041.2,8052.7,8081.1,8036.0,422.64828157
2017-11-19 23:30:00,8008.9,8044.9,8044.9,8008.1,197.34698305
2017-11-19 23:15:00,8016.1,8008.9,8018.7,7988.8,118.32206993
2017-11-19 23:00:00,8023.2,8015.9,8028.2,7984.0,268.82696646
2017-11-19 22:45:00,8009.0,8020.4,8040.0,8008.0,255.6761546
2017-11-19 22:30:00,7959.8,8009.0,8026.7,7959.8,436.14308746
2017-11-19 22:15:00,8013.6,7960.0,8030.0,7951.0,610.96202494
2017-11-19 22:00:00,8017.1,8011.1,8040.0,7985.0,619.23315297
2017-11-19 21:45:00,8082.6,8019.5,8087.9,8010.9,536.35031695
2017-11-19 21:30:00,8058.9,8080.2,8085.6,8054.7,235.02913431
2017-11-19 21:15:00,8067.9,8057.2,8080.0,8055.3,257.28173094
2017-11-19 21:00:00,8045.8,8068.0,8080.0,8026.0,485.21185843
2017-11-19 20:45:00,8094.6,8045.7,8107.9,8041.0,742.82686395
2017-11-19 20:30:00,8097.7,8094.8,8115.0,8079.2,651.40252401
2017-11-19 20:15:00,8096.3,8107.8,8130.0,8077.0,1480.97818655
2017-11-19 20:00:00,8054.0,8096.3,8096.3,8045.0,791.20001527
2017-11-19 19:45:00,8037.9,8053.9,8077.0,8037.9,620.333431
2017-11-19 19:30:00,7983.3,8037.7,8059.1,7980.0,913.5632963
2017-11-19 19:15:00,8008.6,7980.3,8019.0,7980.2,312.72515897
2017-11-19 19:00:00,8006.0,8008.5,8021.5,7928.3,1530.95629634
2017-11-19 18:45:00,8011.2,8006.0,8045.2,8001.0,519.67348793
2017-11-19 18:30:00,8042.3,8006.4,8070.0,8006.4,772.24712649
2017-11-19 18:15:00,8054.3,8042.1,8078.9,7914.2,2573.19199283
2017-11-19 18:00:00,7991.9,8054.4,8100.0,7991.9,3758.49156364
2017-11-19 17:45:00,7922.8,7991.9,8009.5,7922.8,2584.85851873
2017-11-19 17:30:00,7912.0,7923.1,7923.6,7881.0,1244.05180243
2017-11-19 17:15:00,7805.9,7918.8,7918.8,7804.9,1903.75364526
2017-11-19 17:00:00,7813.6,7805.9,7814.9,7800.0,234.9186465
2017-11-19 16:45:00,7800.0,7812.7,7824.8,7800.0,521.39309902
2017-11-19 16:30:00,7773.1,7800.0,7800.1,7766.2,204.43911976
2017-11-19 16:15:00,7766.4,7773.0,7789.7,7766.2,172.32277702
2017-11-19 16:00:00,7755.0,7770.2,7775.0,7750.0,146.94033784
2017-11-19 15:45:00,7739.0,7754.5,7760.7,7739.0,104.09872081
2017-11-19 15:30:00,7769.0,7739.0,7774.3,7731.0,171.80601979
2017-11-19 15:15:00,7753.0,7769.1,7769.3,7742.1,135.2055388
2017-11-19 15:00:00,7793.4,7752.9,7799.0,7742.1,213.69646986
2017-11-19 14:45:00,7776.9,7793.5,7797.9,7768.6,194.30009146
2017-11-19 14:30:00,7777.0,7775.0,7794.7,7771.0,159.24769239
2017-11-19 14:15:00,7799.7,7777.1,7802.8,7777.0,230.23763008
2017-11-19 14:00:00,7809.8,7799.6,7810.0,7773.3,470.09859931
2017-11-19 13:45:00,7759.5,7809.9,7810.0,7759.5,520.14978509
2017-11-19 13:30:00,7768.6,7759.4,7770.1,7750.0,108.8963185
2017-11-19 13:15:00,7719.4,7769.9,7770.1,7715.0,172.10525209
2017-11-19 13:00:00,7721.4,7719.3,7738.0,7706.0,173.65410828
2017-11-19 12:45:00,7735.9,7720.0,7744.3,7701.2,157.50816207
2017-11-19 12:30:00,7719.6,7735.9,7739.6,7710.9,150.8702823
2017-11-19 12:15:00,7735.0,7719.8,7745.5,7702.9,298.36576062
2017-11-19 12:00:00,7758.6,7735.3,7772.8,7725.8,173.49178601
2017-11-19 11:45:00,7746.4,7759.1,7763.4,7722.8,165.07501185
2017-11-19 11:30:00,7775.0,7748.0,7779.0,7743.4,132.78041432
2017-11-19 11:15:00,7789.0,7775.0,7789.1,7767.6,133.07525761
2017-11-19 11:00:00,7777.6,7789.1,7793.3,7768.9,212.44102262
2017-11-19 10:45:00,7770.0,7778.3,7780.0,7760.3,89.09802243
2017-11-19 10:30:00,7769.8,7770.0,7770.0,7755.9,139.24845244
2017-11-19 10:15:00,7777.8,7771.7,7779.8,7762.1,109.63066154
2017-11-19 10:00:00,7774.9,7777.8,7789.0,7774.9,154.23753192
2017-11-19 09:45:00,7764.9,7775.0,7775.0,7761.8,100.84045616
2017-11-19 09:30:00,7780.1,7765.0,7785.7,7765.0,160.07992029
2017-11-19 09:15:00,7754.9,7780.0,7789.0,7754.9,218.34158276
2017-11-19 09:00:00,7736.3,7755.0,7758.8,7732.7,130.8270684
2017-11-19 08:45:00,7736.7,7738.5,7740.1,7717.0,97.29053673
2017-11-19 08:30:00,7707.9,7736.8,7741.8,7702.8,288.43722499
2017-11-19 08:15:00,7691.9,7708.0,7715.2,7690.0,166.4043247
2017-11-19 08:00:00,7715.4,7693.6,7727.3,7685.1,221.8330904
2017-11-19 07:45:00,7712.1,7715.4,7722.8,7690.0,401.37324197
2017-11-19 07:30:00,7677.2,7712.1,7729.0,7677.1,397.74375457
2017-11-19 07:15:00,7697.3,7677.2,7698.8,7650.0,708.88279683
2017-11-19 07:00:00,7741.8,7697.1,7753.3,7681.0,531.31053706
2017-11-19 06:45:00,7740.7,7741.6,7766.4,7732.3,193.96662514
2017-11-19 06:30:00,7752.2,7740.6,7762.5,7725.3,195.98385801
2017-11-19 06:15:00,7769.9,7763.4,7780.9,7750.0,196.5211612
2017-11-19 06:00:00,7744.6,7768.7,7775.6,7741.4,203.69623852
2017-11-19 05:45:00,7761.1,7744.6,7775.5,7740.0,152.91599812
2017-11-19 05:30:00,7771.2,7760.8,7773.5,7740.0,192.1031862
2017-11-19 05:15:00,7758.5,7771.2,7786.7,7750.0,198.66087737
2017-11-19 05:00:00,7783.9,7759.8,7785.0,7728.4,339.76517526
2017-11-19 04:45:00,7801.0,7784.4,7801.5,7764.9,186.78446254
2017-11-19 04:30:00,7810.0,7800.9,7818.0,7800.0,171.88092772
2017-11-19 04:15:00,7817.0,7810.0,7817.2,7810.0,102.62947604
2017-11-19 04:00:00,7783.6,7817.0,7820.0,7783.6,315.47551108
2017-11-19 03:45:00,7790.4,7786.0,7802.6,7770.0,219.8847252
2017-11-19 03:30:00,7817.0,7787.0,7820.0,7760.0,383.89818529
2017-11-19 03:15:00,7814.5,7817.0,7820.0,7808.5,82.19155734
2017-11-19 03:00:00,7799.2,7818.6,7820.0,7799.2,70.83865801
2017-11-19 02:45:00,7799.4,7799.2,7800.0,7791.6,85.60584644
2017-11-19 02:30:00,7826.0,7799.3,7829.9,7791.5,193.14508742
2017-11-19 02:15:00,7814.5,7826.0,7840.0,7814.5,172.22691784
2017-11-19 02:00:00,7812.3,7814.5,7816.0,7801.2,137.20995523
2017-11-19 01:45:00,7805.9,7812.3,7821.9,7805.6,187.47955508
2017-11-19 01:30:00,7790.1,7806.0,7806.0,7774.1,105.98937099
2017-11-19 01:15:00,7779.9,7790.1,7798.0,7774.1,74.20290705
2017-11-19 01:00:00,7751.4,7778.4,7778.5,7751.4,118.864007
2017-11-19 00:45:00,7786.6,7750.0,7786.6,7740.1,160.98975077
2017-11-19 00:30:00,7769.9,7786.6,7786.7,7769.9,58.39177007
2017-11-19 00:15:00,7756.4,7769.9,7777.2,7751.3,139.94696856
2017-11-19 00:00:00,7773.2,7756.4,7773.3,7735.9,356.84949381
2017-11-18 23:45:00,7805.0,7773.3,7805.0,7773.0,186.25963176
2017-11-18 23:30:00,7793.2,7805.0,7813.2,7783.9,541.69156377
2017-11-18 23:15:00,7765.9,7785.0,7810.0,7763.9,199.49290895
2017-11-18 23:00:00,7826.6,7763.7,7829.6,7759.0,371.49480361
2017-11-18 22:45:00,7790.0,7828.4,7830.0,7787.7,282.20194528
2017-11-18 22:30:00,7799.9,7787.8,7800.0,7785.0,348.42112737
2017-11-18 22:15:00,7819.9,7800.0,7820.0,7781.4,587.6527506
2017-11-18 22:00:00,7830.0,7819.9,7830.0,7800.5,599.5546275
2017-11-18 21:45:00,7845.6,7830.0,7850.0,7819.9,542.05708306
2017-11-18 21:30:00,7841.8,7845.8,7867.8,7813.3,696.02058012
2017-11-18 21:15:00,7760.0,7842.1,7849.9,7759.9,1213.91110853
2017-11-18 21:00:00,7734.9,7760.0,7760.0,7734.9,96.87519867
2017-11-18 20:45:00,7752.3,7735.0,7757.7,7732.0,154.99938041
2017-11-18 20:30:00,7729.1,7752.3,7752.3,7722.0,200.07590931
2017-11-18 20:15:00,7750.0,7729.1,7750.0,7718.7,145.73589837
2017-11-18 20:00:00,7730.0,7750.0,7762.0,7730.0,239.82549576
2017-11-18 19:45:00,7720.8,7730.1,7739.7,7720.0,90.49299151
2017-11-18 19:30:00,7735.8,7721.8,7759.6,7719.9,186.5467695
2017-11-18 19:15:00,7752.4,7734.1,7770.0,7730.0,135.52385344
2017-11-18 19:00:00,7760.0,7754.0,7776.8,7750.0,200.02291784
2017-11-18 18:45:00,7742.2,7758.5,7770.0,7740.0,250.18648588
2017-11-18 18:30:00,7776.7,7742.2,7783.3,7729.0,415.15060413
2017-11-18 18:15:00,7736.9,7774.7,7780.0,7735.0,319.32782747
2017-11-18 18:00:00,7715.7,7736.9,7739.4,7709.2,190.03528608
2017-11-18 17:45:00,7734.2,7716.4,7748.0,7709.0,295.7853364
2017-11-18 17:30:00,7706.9,7734.5,7735.0,7690.0,431.91395646
2017-11-18 17:15:00,7683.1,7705.5,7707.1,7669.1,403.75663333
2017-11-18 17:00:00,7630.9,7683.0,7693.3,7630.9,299.27799771
2017-11-18 16:45:00,7654.2,7631.0,7657.3,7630.9,303.17580103
2017-11-18 16:30:00,7662.2,7652.2,7678.7,7646.9,211.01955453
2017-11-18 16:15:00,7679.6,7665.3,7699.8,7654.1,383.20400562
2017-11-18 16:00:00,7683.8,7679.9,7684.0,7644.3,424.72139604
2017-11-18 15:45:00,7669.9,7679.4,7704.0,7669.7,262.24242723
2017-11-18 15:30:00,7643.4,7669.9,7677.9,7643.0,168.0553093
2017-11-18 15:15:00,7680.5,7643.5,7683.5,7640.0,246.40304531
2017-11-18 15:00:00,7697.8,7683.5,7709.2,7672.1,191.21183972
2017-11-18 14:45:00,7700.0,7697.9,7713.0,7680.5,288.76603811
2017-11-18 14:30:00,7691.4,7699.9,7706.6,7680.0,326.39925328
2017-11-18 14:15:00,7650.2,7694.7,7701.1,7640.0,270.14971888
2017-11-18 14:00:00,7646.0,7650.2,7675.9,7643.2,268.01752583
2017-11-18 13:45:00,7647.3,7645.8,7672.7,7629.7,357.45399509
2017-11-18 13:30:00,7695.5,7647.3,7712.1,7640.7,441.68480811
2017-11-18 13:15:00,7725.0,7695.5,7734.7,7690.5,186.40018677
2017-11-18 13:00:00,7702.8,7719.5,7740.0,7702.8,235.15419056
2017-11-18 12:45:00,7720.6,7702.8,7734.2,7691.6,145.64179003
2017-11-18 12:30:00,7707.0,7720.4,7729.9,7673.1,585.94045303
2017-11-18 12:15:00,7739.4,7706.6,7747.5,7706.6,307.62252363
2017-11-18 12:00:00,7790.3,7739.7,7800.0,7735.1,316.697067
2017-11-18 11:45:00,7745.9,7790.4,7800.0,7722.5,729.23135772
2017-11-18 11:30:00,7688.9,7745.9,7747.2,7685.7,378.39917943
2017-11-18 11:15:00,7706.6,7689.0,7710.9,7685.0,165.13531237
2017-11-18 11:00:00,7699.2,7702.0,7719.1,7674.0,255.94106165
2017-11-18 10:45:00,7712.3,7695.4,7731.8,7693.8,213.67231229
2017-11-18 10:30:00,7690.1,7712.3,7719.3,7671.0,250.02802234
2017-11-18 10:15:00,7710.1,7690.0,7718.9,7676.7,293.50960275
2017-11-18 10:00:00,7757.0,7713.9,7759.5,7697.9,272.31962164
2017-11-18 09:45:00,7747.0,7757.0,7770.0,7746.5,153.72119981
2017-11-18 09:30:00,7753.0,7749.6,7770.0,7746.7,202.69205101
2017-11-18 09:15:00,7731.3,7753.1,7766.5,7720.0,329.96605484
2017-11-18 09:00:00,7757.1,7722.0,7758.6,7714.9,342.47650665
2017-11-18 08:45:00,7778.9,7757.0,7785.5,7718.9,257.51301417
2017-11-18 08:30:00,7749.8,7780.0,7781.2,7740.0,735.06856793
2017-11-18 08:15:00,7692.1,7749.9,7749.9,7692.1,847.10160764
2017-11-18 08:00:00,7692.6,7692.2,7698.9,7648.6,352.61437017
2017-11-18 07:45:00,7649.0,7692.7,7698.8,7649.0,409.69476582
2017-11-18 07:30:00,7622.0,7648.9,7649.0,7615.4,113.01125181
2017-11-18 07:15:00,7575.9,7622.5,7637.9,7570.5,205.27352195
2017-11-18 07:00:00,7569.1,7575.7,7602.0,7554.5,237.01277673
2017-11-18 06:45:00,7630.8,7569.2,7635.2,7562.0,305.10254572
2017-11-18 06:30:00,7602.9,7630.7,7650.0,7602.4,325.0996736
2017-11-18 06:15:00,7608.0,7602.3,7617.9,7584.5,312.92778831
2017-11-18 06:00:00,7671.3,7608.0,7675.9,7585.0,733.92522068
2017-11-18 05:45:00,7649.9,7671.3,7689.5,7647.0,132.96364329
2017-11-18 05:30:00,7659.9,7650.0,7705.6,7641.6,373.33550528
2017-11-18 05:15:00,7672.3,7660.0,7673.8,7637.4,237.42988419
2017-11-18 05:00:00,7698.0,7675.2,7708.8,7648.0,267.53186151
2017-11-18 04:45:00,7650.7,7698.0,7723.0,7650.7,681.18363163
2017-11-18 04:30:00,7615.0,7650.3,7654.0,7610.7,560.53463459
2017-11-18 04:15:00,7548.0,7614.9,7615.0,7539.0,236.00747004
2017-11-18 04:00:00,7575.9,7547.9,7584.6,7500.0,456.98217389
2017-11-18 03:45:00,7616.8,7575.9,7616.8,7540.0,362.27649861
2017-11-18 03:30:00,7597.9,7620.7,7635.6,7565.6,970.58500133
2017-11-18 03:15:00,7507.0,7597.7,7598.0,7506.9,1026.0402175
2017-11-18 03:00:00,7441.7,7507.0,7549.0,7440.0,1225.50547654
2017-11-18 02:45:00,7472.3,7441.7,7474.5,7412.0,678.96875359
2017-11-18 02:30:00,7453.0,7474.4,7474.4,7420.0,1065.76812754
2017-11-18 02:15:00,7508.8,7453.0,7546.9,7450.1,761.94190449
2017-11-18 02:00:00,7459.9,7508.9,7509.0,7459.9,578.38052891
2017-11-18 01:45:00,7540.4,7459.9,7548.2,7459.1,1638.43452321
2017-11-18 01:30:00,7595.5,7540.4,7600.2,7540.0,468.16009308
2017-11-18 01:15:00,7620.9,7600.0,7661.1,7595.4,388.39521015
2017-11-18 01:00:00,7580.1,7621.4,7629.8,7550.1,448.11444481
2017-11-18 00:45:00,7549.9,7580.0,7654.0,7549.9,975.32358907
2017-11-18 00:30:00,7570.4,7550.0,7645.8,7510.0,1476.50724785
2017-11-18 00:15:00,7613.6,7570.4,7640.1,7550.0,1141.98568584
2017-11-18 00:00:00,7674.1,7613.6,7679.7,7613.6,589.73553799
2017-11-17 23:45:00,7706.3,7675.9,7723.8,7650.3,592.60069782
2017-11-17 23:30:00,7725.0,7705.1,7766.0,7701.1,379.38413164
2017-11-17 23:15:00,7723.3,7725.0,7736.7,7700.0,363.77714576
2017-11-17 23:00:00,7780.0,7723.3,7784.9,7716.6,481.71930896
2017-11-17 22:45:00,7787.9,7780.0,7788.0,7738.5,389.75421864
2017-11-17 22:30:00,7779.9,7788.0,7821.8,7772.2,568.93621467
2017-11-17 22:15:00,7736.9,7780.0,7799.0,7726.3,740.38988822
2017-11-17 22:00:00,7711.2,7736.9,7747.9,7692.1,575.72698028
2017-11-17 21:45:00,7695.0,7711.2,7729.9,7672.4,946.62182675
2017-11-17 21:30:00,7635.7,7689.2,7699.2,7580.0,1447.73185377
2017-11-17 21:15:00,7695.1,7635.7,7700.0,7600.1,1083.51349025
2017-11-17 21:00:00,7690.0,7694.9,7723.8,7673.2,626.70400781
2017-11-17 20:45:00,7655.6,7690.1,7727.7,7655.6,702.40337849
2017-11-17 20:30:00,7749.3,7655.6,7753.8,7643.1,1644.61457429
2017-11-17 20:15:00,7775.0,7746.2,7785.0,7746.0,740.03686258
2017-11-17 20:00:00,7813.9,7780.7,7818.2,7769.7,441.57151009
2017-11-17 19:45:00,7791.0,7821.3,7837.3,7777.5,439.61740682
2017-11-17 19:30:00,7811.8,7792.7,7812.0,7777.0,669.17250514
2017-11-17 19:15:00,7840.1,7811.4,7840.1,7800.22916747,283.62034638
2017-11-17 19:00:00,7832.5,7840.0,7849.7,7812.0,319.58644641
2017-11-17 18:45:00,7814.6,7832.6,7839.1,7811.1,119.86146659
2017-11-17 18:30:00,7846.5,7814.1,7859.8,7814.1,221.112511
2017-11-17 18:15:00,7856.3,7847.7,7857.3,7834.4,164.22323236
2017-11-17 18:00:00,7810.0,7855.0,7862.7,7784.2,340.27198553
2017-11-17 17:45:00,7814.3,7812.9,7850.70997319,7797.8,274.5969696
2017-11-17 17:30:00,7796.9,7812.5,7847.1,7781.0,573.3217374
2017-11-17 17:15:00,7863.2,7801.8,7868.0,7780.0,753.89130913
2017-11-17 17:00:00,7859.9,7864.0,7876.4,7844.6,357.98068472
2017-11-17 16:45:00,7912.0,7858.1,7914.5,7849.9,360.15998921
2017-11-17 16:30:00,7866.0,7914.2,7914.5,7852.0,805.1281375
2017-11-17 16:15:00,7931.5,7869.3,7935.7,7848.3,862.85366705
2017-11-17 16:00:00,7954.1,7931.3,7990.0,7890.0,832.97429647
2017-11-17 15:45:00,7962.3,7954.8,7991.2,7940.2,1172.44490204
2017-11-17 15:30:00,7905.7,7969.0,7970.1,7903.3,575.039108
2017-11-17 15:15:00,7905.2,7905.5,7924.1,7899.0,300.10438132
2017-11-17 15:00:00,7899.9,7908.5,7944.0,7894.9,971.97944052
2017-11-17 14:45:00,7842.5,7902.0,7914.6,7842.5,1065.75652906
2017-11-17 14:30:00,7848.1,7848.1,7849.9,7824.1,294.08789638
2017-11-17 14:15:00,7820.4,7848.2,7850.0,7802.4,248.63802705
2017-11-17 14:00:00,7804.8,7820.2,7850.0,7790.6,439.94279274
2017-11-17 13:45:00,7797.7,7805.0,7824.3,7764.3,404.63065018
2017-11-17 13:30:00,7841.8,7799.9,7873.0,7797.1,610.41240857
2017-11-17 13:15:00,7789.0,7841.9,7842.8,7786.7,403.51438013
2017-11-17 13:00:00,7731.4,7789.0,7850.4,7730.9,1383.58586187
2017-11-17 12:45:00,7886.8,7730.8,7887.9,7712.6,2228.1915751
2017-11-17 12:30:00,7843.9,7886.9,7920.0,7843.9,717.88100414
2017-11-17 12:15:00,7863.0,7843.9,7881.0,7831.0,543.50630699
2017-11-17 12:00:00,7812.3,7863.0,7863.1,7812.0,410.6580145
2017-11-17 11:45:00,7796.6,7812.8,7840.7,7796.6,528.68765129
2017-11-17 11:30:00,7875.0,7796.0,7875.0,7779.6,797.58640317
2017-11-17 11:15:00,7888.4,7873.1,7889.0,7832.2,762.53637738
2017-11-17 11:00:00,7897.1,7888.3,7920.0,7872.0,833.50362425
2017-11-17 10:45:00,7839.4,7897.1,7900.0,7834.5,894.2172058
2017-11-17 10:30:00,7811.5,7839.7,7900.0,7790.0,1500.41182962
2017-11-17 10:15:00,7794.5,7811.0,7824.4,7778.4,577.43561309
2017-11-17 10:00:00,7771.9,7793.9,7795.6,7758.4,347.11459802
2017-11-17 09:45:00,7738.1,7771.4,7798.0,7721.0,388.64437159
2017-11-17 09:30:00,7720.3,7739.5,7763.6,7713.4,471.43284198
2017-11-17 09:15:00,7810.0,7720.4,7810.0,7690.7,1079.40718869
2017-11-17 09:00:00,7732.8,7801.4,7840.0,7728.3,1087.26795106
2017-11-17 08:45:00,7676.7,7732.3,7760.0,7668.7,1042.8816117
2017-11-17 08:30:00,7679.0,7670.5,7719.0,7632.6,760.66059468
2017-11-17 08:15:00,7687.1,7674.9,7749.9,7660.0,1666.40617184
2017-11-17 08:00:00,7509.0,7687.3,7690.0,7508.1,2553.67327208
2017-11-17 07:45:00,7612.0,7509.9,7694.0,7505.0,3473.9650075
2017-11-17 07:30:00,7782.0,7612.2,7782.0,7601.0,2545.15591021
2017-11-17 07:15:00,7760.0,7778.1,7805.5,7721.4,914.40010286
2017-11-17 07:00:00,7860.0,7760.0,7860.0,7722.0,1617.02785644
2017-11-17 06:45:00,7878.1,7860.1,7885.0,7826.3,292.60161483
2017-11-17 06:30:00,7896.3,7876.0,7900.0,7870.5,155.07999209
2017-11-17 06:15:00,7880.4,7896.3,7910.0,7862.4,281.20761214
2017-11-17 06:00:00,7921.6,7888.9,7931.7,7880.1,257.45073069
